user_name,nick_name,level,glevel,gender,is_vip,title,text,view,reply,share,agree,disagree,create_time,last_time,热度
秋虫不知晦朔,光荣的红花少年,0,9,1,False,说白了，男生也是很现实的。,"说白了，男生也是很现实的。

我有一个男性朋友，34岁，他放弃了谈了4年的26岁的前任，最终和32岁的相亲对象结了婚。
我问过他原因，他和前任分手，第一，是认为前任性格比较作，情绪不稳定，动不动就要他哄，一次两次没问题，次数多了他心里其实有埋怨，尤其是想到结婚，他说：我不想一辈子都这样哄她，会很累，我结婚不是给自己找个祖宗。
第二，他认为前任除了长相和年龄，其他没有什么优势，结婚的话不太适合。
而相对于他32岁的相亲对象，优势是什么呢？第一，女生和他门当户对。他家里条件不错，父母都有退休工资，他大学一毕业，父母就全款给他买了车房，所以他的生活可以说是衣食无忧，而且他自己收入也很稳定，年收入在15万左右吧，因为没有房贷车贷，手里存款不少。
第二，这个相亲的女生情绪稳定，很细心，不作不闹，单身到32岁是因为以前一直沉浸于工作，圈子比较窄，所以没时间认识异性。
第三，这个相亲的女生学历比他高，本硕都是重点大学，说明她聪明，以后对教育孩子有好处。
第四，这个相亲的女生，个人能力和他差不多，年收入在17万左右，自己婚前还买了一套房，家里买了一辆车。
所以，要是他们在一起的话，就可以最大程度地巩固好现有的阶层，以后不至于下滑太多，而前任是不行的。
其实，我都没想到他会和前任分手，因为在我看来，他以前真的对前任很好，舍得给她花钱，也很细心，所以他的前任也一直以为他很爱自己，最后分手的时候猝不及防，完全不能接受，闹了接近一个月，最终跑到他家门口一边哭，一边大骂他没良心，左邻右舍都知道了。
而他见此，没任何情绪，只想彻底逃离：她的情绪真的不稳定，幸亏分手了。
他说：每个人都可以重新选择，我也不欠她什么。第一，在一起期间我没对不起她任何事，第二，她要什么我买什么，给她也花了不少钱，一直是我在迁就她。
这样说来也没问题，只是他显得太理智了。
在一起4年，他似乎完全不需要任何缓冲期，分手立马就走出来了，然后去相亲，重新对另一个女生也很好。
谁都不要高估自己在别人心中的地位，恋爱可以是美好的，但涉及到婚姻的话，很多人都是理智的。年轻的时候还可能头脑一热，为了爱情不管不顾，但随着年龄的增长，这样的心境终究会越来越少。",156341,837,24,4460,92,2023-12-19 12:47:23,2025-03-20 06:03:44,477832
,生斌爱任三,0,5,1,False,田园女吓得改要求了,"田园女吓得改要求了
他也开始明白自己是二婚，是不可能拿到高彩礼的",152088,559,16,4004,89,2022-12-27 07:17:09,2022-12-31 15:06:26,463200
秋虫不知晦朔,光荣的红花少年,13,9,1,False,xxn终于成了婚介所的实力担当，哈哈哈…,"xxn终于成了婚介所的实力担当，哈哈哈…
婚介所开不下了，因为只有女会员！
朋友开的婚介说已经多年了，昨天她叹息说：开不下了，估计很快就要关门了，主要是找不到男会员。想不明白，现在的男人怎么想的，明明是剩男比剩女多，但就是没有男会员入会，我们已经对男会员免费了，他们还是不来。后来我遇到了小区两个未婚男子，问他们要不要免费入会，我说来我这里入会，我可以介绍女孩给他们认识，都是免费的。你知道他们怎么说吗？他们说：免费的他们都不想来，因为那些女的都看不上他们的，那些女的都是统一模式的要求，要男方有房有车，才肯谈恋爱，两人一起去打拼她们是不愿意的。两人一起付首付她们也不愿意，最好是男方全款买房买车再来找她们。另外除了要求男方有房有车之外，他们还要求男方的学历，身高，家庭背景，父母是否有退休金，家里是否有兄弟姐妹。要样样符合她们的要求才行，尽管她们的条件很一般，但她们觉得自己是个女的就可以提出她们想要的要求，如果达不到，她们宁愿不结婚。这个年代已经没有女人肯跟男人同甘共苦了，她们只想享受男人的成果，就是不想付出一点点，想等别人收获了，就去摘果实，她们有些宁愿做有钱人的小三，也不会找条件一般的男人结婚，然后一起去打拼的，她们都觉得自己是公主，要男人给他们一切，而且觉得理所当然，男人找女人结婚就要提供一切，有些女人还会要求男人在房产证上写上她们的名字，尽管她们一分钱都不出，就可以以结婚的名义勒索男人了。当然，谈恋爱约会也都是男人买单，她们很多时候都会挑选去好的餐厅约会，这些全程都是需要男人买单的，如果男人不请她们去好的点餐厅吃饭，她们就会说男人小气。男人要赚钱买房买车，还要负担所有的恋爱资金，所以现在很多男人也累了，反正都达不到那些小仙女的要求了，还不如放弃算了，要不然入会今天约这个去吃饭，明天约那个去吃饭，后天再约另一个去吃饭，还不是浪费钱和时间，有钱自己吃掉或找几个哥们去喝几杯不更好吗？反正这些女人都看不起我们这些条件不好的男人了，何必浪费时间和金钱在她们身上呢？自己赚钱自己花不更爽吗？或自己赚钱凑个首付也好过浪费钱在那些好高骛远的女孩身上。朋友想想他们说得挺有道理的，确实这些入会的女士，无论自己自身条件如何，统一要求男方有车有房，尽管她们没房没车，最好有稳定的工作，尽管她们也没有稳定的工作，月薪最好一万以上，尽管她们月薪几千，不妨碍她们要求男方的工资比她们高几倍，身高最好都1米75以上，尽管她们才一米五多，到哪里找条件那么好的男人呢？早几年，免费的还是有很多男会员入会的，现在免费的都没有了。那些女会员，觉得入会给钱了，就要找她们想要，她们不看看自身的条件，反正我花钱了，你要帮我找到我开出的条件的男人给我，她们不知道她们开出条件的那些男人都看不上她们的。那些入会的女士经常过来看看有没有合适的男士，或打电话过来问什么时候安排合适的男士见面，朋友这回头都大了，收了那么多女会员，到哪里去找男士呢？这年头免费都没有男士过来，这些男士都怎么啦，都不想娶老婆了吗？我跟朋友说，不是男人不想娶老婆，是娶不起婚介所里那些小仙女，因为那些女的去到婚介所入会，期望值icon就很高，想找一个各方面自己条件都很好的男人，说穿了，那些女的，个个都想找一个高富帅。高富帅会去婚介所找吗？他们身边那么多女人，应付都来不及，对吧！现实生活中凡是有一点事业或颜值高一点的男人，很多女人都抢着要，男人只要有钱有车有房，不管年龄多大，都不怕找不到女人来结婚，还可以找年轻漂亮，他们身边也大把年轻漂亮的女人扑上去，哪用去婚介所呢？这年头不是把自己打扮漂亮的就可以找到高富帅的。这年头的高富帅也很聪明的，要找家境上门当户对的，不是你打扮一下就可以得到高富帅的关注的。很多女人都不想找一个肯同自己一起去奋斗的男人，都想着一步登天，结果造成了很多大龄剩女。",146998,3037,17,4966,63,2023-12-03 06:55:09,2025-11-07 17:06:16,461259
,贴吧用户_03t7SP6,0,4,1,False,中国什么时候禁止亲子鉴定,"中国什么时候禁止亲子鉴定
我真的不想我什么时候就多出个小孩啊，你都娶她了那就该包容她的一切啊",147822,674,10,6264,232,2022-07-31 06:00:43,2024-06-04 15:25:36,453362
秋虫不知晦朔,光荣的红花少年,0,9,1,False,男生直接开出了订金，做生意的xxn突然不敢接了,"男生直接开出了订金，做生意的xxn突然不敢接了
恋爱那么物质了吗？女友要男友转账，男友的转账留言让人“不知说啥好”。
女友要买化妆品，叫男友转5200元给她。
男友二话没说就转了，但附上了留言：本次专帐是以结婚为目的的赠予，以后无论任何原因导致双方分手，收款房都应将该笔款项全额退还（点击收款即表示同意以上内容）。最后结果是女友没有收款，估计这场恋爱大概率也以分手收场了。
这个事件也告诉女孩子，要自尊自爱，自立自强，在没有结婚以前，不要张口向对方索取钱财。所谓“吃人嘴短，拿人手软”。这样把对方当成钱包，很容易让对方看轻你。
男方“也有意思”，不愿意给钱，找个借口不给不就行了吗？那样直白的留言，可不就是要直接了断这段关系吗？（不对就下一个）
现在的社会的物质化已经渗透到方方面面了，连蕞讲究精神共鸣的恋爱都那么物质化了，不知道这种变化是好，还是不好？（那当然是没有更好了）
大家怎么看呢？",148711,495,8,3454,17,2023-11-27 07:13:49,2025-01-30 11:29:58,452103
勾85破防封号,你是对的😉,0,9,1,False,中国女性非常恐惧外国女性跟她们抢中国男人,"中国女性非常恐惧外国女性跟她们抢中国男人
有个俄罗斯女博主说俄罗斯女多男少，需要六个女的抢一个男的，然后这个俄罗斯女博主说想来中国找男朋友，结果评论区女的纷纷表示自己还单着，就别来中国跟她们抢老公了",142096,1056,4,9655,180,2024-01-15 09:18:09,2025-01-30 13:16:29,441415
专业遛狗队长,慎独惜福修苦⛅,11,9,1,False,情人节比去年更惨，恋爱PUA开始行不通，有些仙女终于不装了,"情人节比去年更惨，恋爱PUA开始行不通，有些仙女终于不装了
本文转自反女权主义原本以为去年情人节热度已经够惨了，没想到今年还能更惨，去年虽然秀的女人少了起码还有，今年找半天都难找到一个。当然，今年有春节的原因，但更多的是男性开始不接受，女权毒鸡汤PUA那一套了。可能是受到去年男性在舆论上开始反击的影响，今年的情人节，商家、平台和那些情感号，出来pua男性已经很少了，只有部分女权还不甘心，自己在那嚎。呵呵，还男性表现加分？这种女权毒鸡汤PUA话术，现在听起来感觉她们简直活在远古时代，这分有什么好加的，估计还没支付宝积分有用。反正你没钱，或者以后有一点她们不顺心的，你所谓的分瞬间清零，你也秒变下头男了。
不过有意思的一点是，这种情况下，有一个生意销量却暴涨，还上了热搜，就是所谓的骂醒恋爱脑服务。这服务在情人节产品销量集体下滑的今天，销量却翻了3倍，其中多数顾客为女性。看到这种情况，我就知道她们又开始作妖，强行制造委屈感了。你以为是她们说的恋爱脑意思是，她们太傻太单纯，只会傻傻付出不求回报？不，是她们觉得得到的太少了，不及预期。在所谓骂醒恋爱脑的讨论里，很多女性举得那些委屈的例子，并不是自己的付出，而是自己情人节的收获，觉得自己情人节得到的太少了，于是她们认为自己成了恋爱脑。她们的逻辑已经从不占便宜就是吃亏，发展成了占便宜少了就是吃亏，集体委屈上了。
恋爱原本是两情相悦更重情感，两人共同携手面对生活，但这些年已经被仙女们弄成，单方面既要情绪价值更重物质。所以，情人节赶上接财神，还真是应景。
以前仙女们还都打着爱的名义，配合各种女权毒鸡汤PUA男性掏钱，现在男人不吃这套，她们终于不装了。如今的两性关系，仙女们越来越图穷匕见，道德绑架不成改明抢了，交易属性越来越明显。就像夏竹是被王多鱼感动了和他在一起，她并不爱钱，谈钱多俗啊，人家要的是态度。但王多鱼感动她的每一步，都需要花费常人一辈子都赚不到的钱，这就需要男人“自觉”了。
这属实比直接买卖还贪心了，而且服务质量还更差，因此越来越多的人说恋爱已死，不是没有原因。很明显，想通过恋爱就PUA男性掏钱的方式，在男性的抵制和摆烂之下已经渐显疲态。当然，对于男性来说，其他的挑战也不是没有，毕竟女权这几十年的发展和积累摆在那，如今这些年正是她们疯狂收割的时候。中国两性市场，除了恋爱，其他的方式也一样被侵蚀和替代，但目标不变都不过一个捞字。
有相亲设局的，有订婚设局的，也有约聊设局的，数不胜数。不过这里面利用婚姻捞，风险最小获益最大，可以预见现在恋爱PUA开始失灵的情况下，接下来越来越多仙女会开始，加大通过相亲和婚姻PUA男性力度。",143754,623,38,4847,100,2024-02-15 21:27:29,2024-05-15 20:44:09,439438
285085478,俺不中嘞～,1,7,1,False,因为彩礼快分手了，如何破局？,"因为彩礼快分手了，如何破局？
图里的10w是说没车没房在彩礼的基础上加10w，我父母说18.8w，然后因为他名下没车没房，就加10w,一共28.8w。
我觉得也确实有点高了。
所以和他说我心里是16.8，10w因为他没车没房也确实是，所以等他两年内买房了，这10w我拿出来当首付的一部分，再给他，等于彩礼也还是16.8w。
关于房子，他爸在合肥有一套小公寓，60平多一点点，零几年买的，个人所有，连他妈名字都没写。他家意思拿那个当婚房，去年就已经准备装修了，疫情和装修公司原因今年九月才开始装，前前后后花了快十万了。我家意思不是男方名下的，没有保障，希望买个新的，但是考虑到现买他家可能也没有那么多钱，彩礼就加个10w，因为他们说这两年会买新房，10w可以算保证金那种。我名下有两套房都是合肥的，一套全款，一套在还贷款。嫁妆本来是准备那套全款的房子的，80平上下，现在也不准备说了。
本来也是准备说五金的，后来他家那边只愿意出三金，说三金的话克重会高一点，再高能高到哪去？都这个态度了，弄高了不是要他家命，所以也不报什么期待了。
他99年的，我96年，所以这方面对自己不太自信吧，怕以后年纪大了嫁不出去。。。
我本科毕业，工作也有两三年了，主要做自媒体剪辑方向，平时也接接单，在合肥一个月六七千净收入，有接单的话将近1w。他专科，上班才一年多，不过是给家里工厂做做报价，送货这种，反正就是啥都干，最近他爸给他在合肥组了个小公司，主要在抖音宣传然后拉拉客资，然后别人来询价那种，一个月工资不清楚，反正最少也有五千。毕竟给家里做事，工资发的也不准时，每个月都是用的信用卡，或者报销，因为他工资即使发了也不会存，又要用到公司运转里，比如充值油卡，请人吃饭等等。所以他基本上是没有存款的，工作能力也就那样吧，如果家里没厂子的话，在外面找工作都做不下去那种。
其实他家这么搞我也明白，就是没看上我，我问过他，他也闭口不谈，八九不离十了呗。我父母看了那个截图后很生气，基本也是不同意的状态。这两天我虽然没怎么理他，但是心里也还是舍不得的，我怕我委曲求全换来的是变本加厉 恋爱期间他对我挺好的，谁也不能保证就这样结婚后他还会不会始终如一。",137420,3410,65,6316,386,2022-10-16 17:37:07,2023-11-04 10:48:29,436207
稳苔29ra電康,玛卡巴卡的卡丁车,1,6,1,False,和男朋友睡觉千万别戴applewatch,"和男朋友睡觉千万别戴applewatch
刚开始就是很单纯的那种睡觉，因为我是第一次和除了我爸以外的男生睡在一间屋子里，我就一直心跳个不停，过了一会儿感觉他呼吸都有些平稳了，我还是很紧张，我本来以为那一夜就会这样紧张的度过了，突然我的手表震了一下把他震醒了，我俩一起看手表结果它显示我心动了啊啊啊，我好尴尬，他却搂着我开始亲亲，边亲还边说有多心动？给我摸摸，我第一次听他讲荤话超级害羞啊啊啊
还有还有拉屎也别戴，我每次拉屎它都说我心情愉悦",143460,121,12,752,4,2025-01-06 21:41:47,2025-01-14 01:25:10,431777
火星情报局253,火星情报局253,1,9,0,False,彩礼的末日到了，以后是女人给男人彩礼,"彩礼的末日到了，以后是女人给男人彩礼
",136440,1048,60,11105,229,2023-08-22 15:52:40,2023-09-01 14:32:45,426074
秋虫不知晦朔,光荣的红花少年,0,9,1,False,相亲就相亲，不存在仍然按男追女剧本走,"相亲就相亲，不存在仍然按男追女剧本走
最近有个小伙子的相亲实验火了，他约了11个女生见面，分别在饭前饭后提AA，结果全被骂下头男。姑娘们统一口径喷他抠门，说真要AA就该提前打招呼。这事儿最扎心的是，第二次他扩大样本量约了50个女生，提前说明要AA的情况下，居然41个答应见面——敢情人家压根没觉得需要掏钱！
不过反转来了，见面后真正愿意AA的只有4人，剩下的直接破防开骂。这些姑娘骂人的花样啊，从""穷鬼滚远点""到""活该单身""，连985硕士和体制内白领都飙出了菜市场泼妇级别的脏话。其实说白了，现在相亲市场有个隐形规则：男方买单是入场券。有姑娘私下跟我说过真心话：""第一次见面都不肯请客的男人，婚后能舍得给我花钱？""但换个角度想，提前说清楚AA反而能精准排雷——毕竟真正奔着结婚去的姑娘，谁会为杯咖啡钱跟你急赤白脸？那4位愿意AA的女生，搞不好才是能踏实过日子的正常人。",135923,1507,30,8560,298,2025-05-24 21:12:12,2025-11-19 16:32:45,424252
道儒释法兵墨,道儒释法兵墨,8,8,0,False,今天三观真的崩了,"今天三观真的崩了
今天看到一条过时的旧闻，说是两外国佬为了验证他们那边对中国女孩的印象（不好听，我就不说了，应该都知道），跑到上海进行挑战，内容是一天内亲吻到一百个中国女孩子，然后他们还都成功了，给了他们一份完美的答卷，验证他们对中国当代年轻女性的评价！",138474,520,8,3314,67,2023-09-22 13:27:01,2023-09-30 21:36:55,421427
隐形的翅膀aq6,浅夏忆汐,9,8,2,False,我看到一个关于彩礼的视频是这样的,"我看到一个关于彩礼的视频是这样的
你男：你要10万的彩礼，房子还得写你的名？你们女人怎么那么爱钱呢？
女：那要不这样，我家给你20万，房子我来买，到时候就我来住就行了。车你来挑，我也可以买，30万以内你随便挑
男：这样好吗…这怎么好意思呢
女：但是呢，我有一点点小要求，就是生孩子得用你的肚皮，总之不要让我受罪就行，孩子也得跟我姓，逢年过节回我家
男：艾…你…
女：来过后跟我爸妈一块住，家务得你来做，伺候好我们一大家子，对我父母不能不敬，不能反驳，他们说什么你就得做什么，有委屈也不能找我吵架，自己受着，不然影响我赚钱。孩子你要自己一个人带，不能出门，不能娱乐，和朋友聚你就别想了，也别指望我爸妈，他们可不能累着…
男：…
女：每个月呢我可以给你500块钱买菜
男：这哪够啊…
女：不够吗？你天天在家带孩子也不出门，需要什么钱呢？
男：你……
女：怎么样？彩礼比你给的多，房子写你名，车子也是我买
男：你当我傻呀，就这么点钱，让我做这么多事
女：那你当我傻吗？彩礼不想给，房子不加名，还让我干那么多事，能说出女人多爱钱的男人都是失败者，因为你既没有钱也没有魅力，只能给女生扣上一顶拜金的大帽子，来掩饰自己一无所有的窘迫，你让我为你付出，我总得图点什么吧，图你钱，你有吗？图你浪漫你懂吗？我到底图你什么？",132952,1720,6,7953,557,2022-05-20 15:38:28,2022-06-02 02:47:08,415984
,鸡因你实在是太美,0,8,1,False,中国男人在东南亚国家娶老婆属于降维打击,"中国男人在东南亚国家娶老婆属于降维打击
中国男人只要不是在国内属于垫底那5%的矮穷矬，你去越南，基本可以娶到比国内高一个档次的女孩，如果你去老挝尼泊尔这种国家，可以娶到比国内高两个档次的女孩。
中国人均收入一般都有5000左右，以老挝举例子，老挝尼泊尔这些国家人均收入600-800，中国人去那里就属于高收入人群，只要你不在刚认识的阶段非要把人带回中国，先在她们的国家跟女孩同居和几年，后续再把她带回中国问题基本问题不大。泰国男多女少，男女比例严重失衡，已经达到了4男6女的程度了。",130043,915,8,4392,88,2023-01-12 19:15:05,2023-01-18 20:28:56,399208
,✨战神丁真,1,10,0,False,女朋友家里的意思是三万八彩礼，不包括三金酒席。。,"女朋友家里的意思是三万八彩礼，不包括三金酒席。。
算下来也要十五万了。。。不想结婚了怎么办",122535,1740,13,18548,211,2022-07-20 10:19:03,2022-09-09 22:33:22,395103
秋虫不知晦朔,光荣的红花少年,13,9,1,False,xxn一波得寸进尺的操作，最后傻眼了,"xxn一波得寸进尺的操作，最后傻眼了
这个女生通过相亲认识了一个男生，在谈婚论嫁时，双方商定由男方出160万，女方出40万，共同购买婚房。然而，女方觉得自己在这笔交易中吃亏了，于是在网上发表了此事。她越看越觉得自己吃亏，不想出这笔钱买房。结果，事情发展得不如预期，对象提出了分手，而她也无法独自承担买房的压力。
这个女生不清楚自己该找什么样的对象，也不考虑自己是否能够承担独自买房的压力，只是看谁说的话符合自己的预期就听谁得，也没能力让事情跟着自己预期走，结果房子和老公，自己一样都没有。",123119,26,15,1012,5,2023-12-11 12:58:42,2023-12-15 12:39:31,370549
秋虫不知晦朔,光荣的红花少年,0,9,1,False,为何越来越多的男士对婚姻望而却步？,"为何越来越多的男士对婚姻望而却步？
为何越来越多的男士对婚姻望而却步？
一位30岁的同事的儿子，月收入五千，却坚决不想结婚。当我询问他原因时，他坦诚地说：
“你知道吗，现在的婚姻压力全都在男方身上。不仅要买房、买车，还要负担彩礼。更有甚者，有些女方竟然要求在房产证上加上她的名字，甚至婚后还要上交工资卡。
“他们对这些要求泰然处之，仿佛天经地义。但我真的不能理解，这是嫁女儿呢，还是在抢夺我们家的财产？
“我寒窗苦读十数年，从小学到研究生毕业，父母为此付出了无数心血。我还没有机会报答他们，就要被你们如此勒索。万一婚姻生活不如意，离婚的话，房产还要分一半给你们，这不是自讨苦吃吗？
“再者，我刚刚工作几年，一下子就要投入这么多，我怎么负担得起？还不是要依赖父母的帮助。他们提出这些要求，有没有考虑过我父母的感受？
“如果结婚变成了一场交易，那好，我选择退出。一个人吃饱，全家不饿，尽我所能报答父母的养育之恩，这样的一生已经足够。我还何必走进婚姻的牢笼？”
听了他这番话，我无言以对，竟不知道如何回应。",119125,1345,20,4182,98,2023-11-30 07:02:58,2025-07-07 14:04:55,368440
专业遛狗队长,慎独惜福修苦⛅,11,9,1,False,他支撑起了她经济，但换来一句他不配,"他支撑起了她经济，但换来一句他不配
",117069,466,3,9563,60,2023-09-13 23:19:56,2023-09-14 17:03:47,363169
小桃子mm2046,恩甜˃ʍ˂,11,7,2,False,搞不懂，我就收了男方12万彩礼，他居然第二天就要我去和他领证,"搞不懂，我就收了男方12万彩礼，他居然第二天就要我去和他领证
年初订婚的，我家不是原生家庭，三金我让他给我买了八万，彩礼只要12万8，本来我是想挑个好日子再去领证，他偏要说明天就要去，今天还和他吵了一架，因为彩礼钱我要存到卡里，我怕明天领了证，这个钱成为共同财产，他还要打我彩礼心思，现在好烦睡不着觉",114547,1765,23,4009,84,2023-09-07 23:36:15,2024-09-05 19:28:32,356628
孤僻静澜人,时代新人0000,1,6,1,True,彩礼不是多与少的问题，而是一分钱都不该给。,"彩礼不是多与少的问题，而是一分钱都不该给。
第一点，说爸爸妈妈养我几十年不容易，所以我要点彩礼，给爸妈补偿，给我补偿无可厚非。说这一点的女人都是以自我为中心，根本就没有用同理心考虑到南方的孩子也不是从大街上凭空抱来的。也是爸爸妈妈养育了20多年长大的。
第2点说，我嫁给你家之后还要给你家生孩子，孩子还要跟男方姓，而且还要照顾公公婆婆。拿这个理由来要彩礼的也纯属扯淡。首先生孩子不是给男人生，而是两个人的结晶，是属于男方和女方的孩子。孩子不管姓什么叫什么，都是属于夫妻两人的。你要是觉得吃亏了，孩子也可以跟女人的姓。至于照顾公公婆婆，那纯属于无稽之谈。现在的小年轻大部分还都需要爸爸妈妈的照顾。
第三点，女人说爸爸妈妈养育了我20多年，结果我现在要到男方家生活。所以我要彩礼。这一点更是扯淡中的扯淡。现在的年轻人结婚并不是一定要和男方的妈妈生活。而是两个人单独生活，如果条件允许，在女方家所在的城市生活也没有任何问题。第四点，女人说男方家给女人家彩礼是传统的习俗。这一点更是扯淡中的扯淡，自私中的自私。传统的习俗是男方家出彩礼，女方家的嫁妆要高于男方。请问女方家把你们的义务都忘记了，是不要脸吗？
总而言之，言而总之。女人没有任何条件可以单方面的要求男人出彩礼。如果想要彩礼也可以，但是必须要出同等的嫁妆。不要说你要18万28万58万68万的彩礼呢。你就是想要100万200万的彩礼，也要看你自己的条件。告诫男人们把腰杆挺直，不要惯女人的臭毛病，把奴性心理收一收。",115017,935,29,3628,83,2025-11-27 09:20:40,2025-11-30 16:23:06,353524
秋虫不知晦朔,光荣的红花少年,13,9,1,False,随母姓一时爽，一生随母姓，弊端可就越来越大了,"随母姓一时爽，一生随母姓，弊端可就越来越大了
在以前，孩子基本都是随父亲姓，只有男方是上门女婿时，孩子才可能随母姓。但近几年，随母姓的孩子越来越多，尤其是二胎宝宝中，更是有不少人都是随母姓。随母姓大多是女方的要求，愿望得以实现时自然也很美好，但殊不知麻烦可能都在后面。
二宝宝宝随母姓，宝妈大呼没吃亏，可才上幼儿园就开始有麻烦了
尽管都是一家人，但孩子的冠姓权还是很重要，很多宝妈都曾经希望孩子随自己姓。宝妈小林之前就是这么想的，终于，在生二宝的时候，小林愿望成真了。
原来当时小林丈夫和婆家都特别希望再生个二宝，但小林本人意愿并不是很高，便说“除非二宝随自己姓”。家里老人以为小林说着玩，小林以为家里人答应着玩，没想到最后二宝生下来还真就随了母姓。“两个孩子，一个随爹姓，一个随妈姓，这个孩子生得不亏，正好我们爸妈也想抱孙子。”小林说到。
可没想到，二宝才开始上幼儿园，随母姓的麻烦就来了。当幼儿园的孩子知道宝宝是跟着妈妈姓时，都说孩子家是重组家庭，不是孩子父亲亲生的，为此，二宝还专门回来问了自己。",114534,961,11,3028,77,2023-06-04 18:47:55,2025-08-30 13:31:49,351545
KEHS4,燃血的心,5,9,1,False,相亲市场惊现满级魅魔,"相亲市场惊现满级魅魔
有没有精壮男士来",115465,162,8,876,6,2025-09-05 08:30:18,2025-10-28 19:42:32,348111
美德太平洋科技,随风8605,0,6,1,False,给我整自闭了,"给我整自闭了
女朋友和我都不是chu，但女朋友她之前被我一个兄弟朋友睡过，我也知道，最开始是想着谈着玩玩，但现在对我是真的好，给我钱，天天跟我聊，微信上除了我和亲人没有异性，我都不如她，但我心里总是有根刺，由于多年手艺的原因，我之前第一次和前女友做的时候就是刚进去没几下就软了让彼此都不爽，前女友也总是嫌弃我不行，于是闹了几次矛盾就分开了，从此我对这方面一直特别没自信，这两天女朋友一直几次暗示我，我一直没敢，我怕我再秒了，让她产生落差，吧友们我该咋办啊，太难了",113543,239,9,1257,15,2023-02-11 16:42:38,2023-04-25 19:05:42,343123
秋虫不知晦朔,光荣的红花少年,13,9,1,False,xxn因买房吵架、拉黑男友两个月他竟然找了新女友！！！,"xxn因买房吵架、拉黑男友两个月他竟然找了新女友！！！
xxn手册：拉黑不等于分手。
事情是某书xxn投稿：公务员男友变心，能不能到单位实名举报他。
事情是跟男朋友谈了两年，因为买婚房的争议常产生不愉快，大吵一架后把他的微信电话拉黑冷战了两个月。这两个月里他试图联系我但都失败了，忍住没理他。后来冷静下来想好好谈谈分歧，主动找到他却被告知有了新的女朋友。
得知这一消息我震惊愤怒，伤心完全没有任何思想准备。我们从未正式提过分手散伙，我好像被耍了一样，突然就被分手被甩了。我无法接受这一事实，想到要用他的工作来制衡他。他是某强势部门的公务员还是党员。我现在想知道两个问题：·一，如果我到单位去找他们领导反映他便出轨的事实，他会遭到惩罚影响仕途吗？
·二，这一招是否过狠？会不会影响我跟他重修于好？
下面是网友评价时间，估计一开始就是买房分币不出还想加名财吵的架。有一说一这个确实成立，女的给你拉黑就是想要反向刺激你的归男心理，让你花大价钱伺候他让你们正规与好，支持姐妹正义制裁，直接去他单位门口上吊你。属于是下家翻脸了麻溜跑回来找前男友报金币，难道不是这女的两个月想找别人？别人没要他回来吃回头草，发现草已经名花有主了，这女人号没养好。要是养好了在大数据的支持下会有一堆xxn支持她。",111620,416,12,3774,95,2023-11-30 13:02:54,2023-12-05 17:52:44,340845
yu何ke可,我想吃秋刀鱼😄,10,6,1,False,富哥咋想的,"富哥咋想的
rt",112721,241,10,1258,12,2022-10-10 16:29:32,2022-10-25 01:27:14,340668
zjifeiji,qingyi-,0,10,1,False,这种方式是最公平的婚姻吧，男人喜欢吗？,"这种方式是最公平的婚姻吧，男人喜欢吗？
男女双方一块买房，离婚时平分
没有彩礼嫁妆
男女双方一块做家务，平摊
女方生孩子，所以孩子跟母姓，因为女方付出劳动最多，但依然会认男方为父亲，给男方养老
男女一起赚钱养家
过年各回各家各找各妈，各自赡养各自的父母",103593,3305,25,7287,426,2023-01-16 12:42:50,2025-02-01 00:05:18,335092
笑面虎温小宝,笑面虎温小宝,1,6,1,False,来给你们看看江西仙女！！！！,"来给你们看看江西仙女！！！！
网上随便聊聊遇到一个江西女的。没聊几句就问在上海有独立房子吗？房子多大？还说我们江西彩礼挺讲究的要66万或88万，还问我能给50万吗哈哈哈哈哈。我真的笑了一个在上海打工干破销售又没文凭，仅仅是个女的而已，就想要50多万彩礼，心里没有逼数对钱没概念吗。感情没有张嘴闭口条件说真的这种女的也就玩玩，就算不要彩礼送我都看不上。这种真的下等女，对我来说毫无优点。当然很多娶不到老婆的舔狗男肯定要，可是又拿不出50万彩礼",106726,1140,20,4459,57,2022-09-07 14:16:08,2022-09-08 13:56:47,330454
秋虫不知晦朔,光荣的红花少年,13,9,1,False,xxn把供养自己上大学的男友甩了，男友回击一招真解气,"xxn把供养自己上大学的男友甩了，男友回击一招真解气
湖南的一个女孩考上研究生后，就把一直打工挣钱资助她上大学的男友给甩了。没想到在分手的时候男子又给了她一张卡。
女子说：“我考上研究生了，以后会有更多的机会，而你不过是一个高中毕业生，我们的差距这么大，是不可能走到最后的，你以前帮助我的钱，以后我会慢慢还你！”男子听完很落寞，但什么也没说。
离开前，男子拿出一张银行卡交给女子，女子说：“不用了，我现在已经有别人资助了，男子说：“你误会了！这是你让我帮你办的银行卡，你刚才说以后要还我钱，我已经从卡中把钱刷了，以后你不用还我，还银行吧！”女子听完，一下子傻眼了！
她说要还男子钱，不过是说说而已，银行的钱还不上会影响信誉度，还要罚款，自己还是个学生，去哪弄那么多钱还呀！女孩又后悔自己提分手早了…就这样的女孩子怎么配的上男子。
结局看的很解气，空有学历没有人味又有什么用呢#",107158,172,0,1173,7,2024-01-25 19:46:01,2024-01-26 16:05:16,323514
